interaction_id,turn_number,text,next_text
20260207/3f27a60d-15:50:47-d136e924,15,What job roles are you looking for? You can tell any job you are looking for.,"Except for share marketing, everything."
20260207/3f284106-19:01:35-558c0803,17,What was the last title of your last job role?,"Mason, Gowndi work, madam."
20260207/3f284106-19:01:35-558c0803,23,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Infra sit madam. Mason, milk dairy, grafting."
20260207/3f3adac2-15:43:02-597d5f64,11,What was the last title of your last job role?,Yes.
20260207/3f3adac2-15:43:02-597d5f64,15,What job roles are you looking for? You can tell any job you are looking for.,Computer work.
20260207/3f436b3c-16:53:33-523c6be3,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Tell me madam, I will tell and ask here."
20260207/3f436b3c-16:53:33-523c6be3,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I will do the work.
20260207/3f6021f9-15:44:22-8d214bee,17,What job roles are you looking for? You can tell any job you are looking for,Hello
20260207/3f6021f9-15:47:01-aba86fa7,11,What was the last title of your last job role?,This
20260207/3f6021f9-15:50:59-5eab12a9,9,What was the last title of your last job role?,Full time.
20260207/3f6021f9-15:52:41-39bee4e9,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electronic.
20260207/3f71a48c-16:03:37-e5e810a7,17,What job roles are you looking for? You can tell any job you are looking for Hey are you still on call?,"Yes, I am here."
20260207/3f71a48c-16:03:37-e5e810a7,19,What job roles are you looking for? You can tell any job you are looking for,Developer.
20260207/3f7a785c-17:41:41-84f3a11c,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/3f80eeb3-17:06:34-3504ec0b,19,What job roles are you looking for? You can tell any job you are looking for,Finance and Accounting role.
20260207/3f85fb32-18:19:49-aab5188e,13,What job roles are you looking for? You can tell any job you are looking for.,Company
20260207/3f921aac-17:35:48-05da46ac,17,What job roles are you looking for? You can tell any job you are looking for.,Mechanical painting work.
20260207/3f96d5ef-16:36:38-4f240cae,23,What job roles are you looking for? You can tell any job you are looking for.,Toyota
20260207/3f9e6cfe-15:40:47-8c334abd,17,What job roles are you looking for? You can tell any job you are looking for.,What is this now?
20260207/3fa1a4e9-16:43:31-84e85173,15,What job roles are you looking for? You can tell any job you are looking for.,Pharmacist.
20260207/3fcab0e0-18:46:34-082cea03,19,"Okay, anything will work. What job roles are you looking for? You can tell me any job you are looking for, like data entry operator, salesperson, electrician, or machine operator.",Why?
20260207/3fcab0e0-18:46:34-082cea03,25,"Okay, so you are open to any job role. Do you have any other job-related needs, like training courses, accommodation, or travel help?","Nothing, nothing, yes."
20260207/3fd95cdd-16:34:01-adb2741b,41,"Okay, you are looking for a mechanical job. What specific job roles are you looking for? You can tell me any job you are looking for, like a data entry operator, salesperson, electrician, or machine operator.",Mechanical
20260207/3fd95cdd-16:42:33-ef93a4ad,21,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Mechanical
20260207/3fe9bbea-15:43:41-4f7320b1,25,"Okay, I understand. What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I will do the machine electrical work soon.
20260207/3fea7b0f-16:01:43-cefa9d70,13,What job roles are you looking for? You can tell any job you are looking for.,Banking sector and other companies.
20260207/3ffaefe3-16:48:03-471d5a8d,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Full time job is available.
20260207/3ffaefe3-16:48:03-471d5a8d,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I am looking for a machine operator.
20260207/4009c9fd-16:07:51-3904a165,21,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Police police.
20260207/4030cae5-16:36:03-d33d0e7b,13,What job roles are you looking for? You can tell any job you are looking for,Where is the company? Marco Polo Tata company.
20260207/4070789d-19:29:21-72e53011,15,What job roles are you looking for? You can tell any job you are looking for,Line work or packing?
20260207/408572ba-15:41:10-fd4331fa,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/40b87c34-15:59:36-0e231a8f,21,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",This is a machine operator.
20260207/40ea7319-16:51:43-2c7671d5,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I don't know.
20260207/40f9b754-17:47:23-c040c773,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","In that, we study KPSC."
20260207/40fab0e7-18:46:34-e0412fc7,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",They come from ITI.
20260207/40fadc7e-17:14:09-16e639b5,15,What job roles are you looking for? You can tell any job you are looking for.,Computer work.
20260207/4101fcbe-17:01:44-40543919,17,What job roles are you looking for? You can tell any job you are looking for.,In the bank.
20260207/410d653c-16:18:10-8371f9a3,13,What job roles are you looking for? You can tell any job you are looking for,Full time job.
20260207/410d653c-16:22:41-0c076d0f,17,What job roles are you looking for? You can tell any job you are looking for,Full time job.
20260207/410d653c-16:22:41-0c076d0f,19,What job roles are you looking for? You can tell any job you are looking for,Full time job.
20260207/410d653c-16:22:41-0c076d0f,21,What job roles are you looking for? You can tell any job you are looking for,Online
20260207/410d653c-16:22:41-0c076d0f,27,"Please tell me what to change regarding your job type, job role, or other job-related needs.",I am leaving.
20260207/410d653c-16:27:42-5c8498fc,19,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,Fulton Jobs.
20260207/410d653c-16:27:42-5c8498fc,21,"I didn't get that. Could you please tell me what job roles you are looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",I will tell.
20260207/4122d022-15:36:42-cc3992b1,11,What kind of job are you looking for?,"Nothing madam, I am working here only."
20260207/4122d022-15:36:42-cc3992b1,13,What kind of job are you looking for?,"We don't need to do any other work, madam."
20260207/415b6607-18:11:33-48415e00,15,What job roles are you looking for? You can tell any job you are looking for,Full stack development web designer.
20260207/4162a021-16:09:05-b43d6d6a,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I am doing a job in the IT sector.
20260207/417cbbbd-16:04:18-e7f356a8,15,What job roles are you looking for? You can tell any job you are looking for,"There is computer work, ma'am."
20260207/417e3de1-15:43:41-0b745578,13,What was the last title of your last job role?,It's the last one.
20260207/417e3de1-15:43:41-0b745578,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","We don't have all that information, madam. We only do this work now, saying it is Gowndi's class work."
